gameid,split,playoffs,date,game,playerid,side,position,player,team,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,totalgold,earnedgold,earned gpm,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
7356-9948-2-2,Spring,0,2021-03-21 12:09:25,2,100,Blue,team,,Suning,,1720,1,15,9,37,15,9,3.0,1.0,,,1.0,,,,0.5233,0.8372,1.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,8.0,6.0,0.0,0.0,,,1.0,0.0,51969.0,1812.8721,2662.7442,2347.2558,107.0,3.7326,39.0,1.3605,40.0,54452,35530.0,1239.4186,47283.0,992.0,775.0,217.0,161.0,8.0,34.6047,15946.0,18420.0,349.0,16077.0,18970.0,338.0,-131.0,-550.0,11.0,1.0,2.0,3.0,3.0,2.0,1.0,24704.0,29652.0,542.0,26303.0,31063.0,546.0,-1599.0,-1411.0,-4.0,2.0,3.0,5.0,5.0,5.0,2.0
7356-9948-2-2,Spring,0,2021-03-21 12:09:25,2,200,Red,team,,LNG Esports,,1720,0,9,15,14,9,15,0.0,0.0,,,0.0,,,,0.314,0.8372,0.0,2.0,2.0,1.0,,,1.0,1.0,0.0,1.0,6.0,8.0,1.0,1.0,,,0.0,1.0,44315.0,1545.8721,2475.5581,2038.5698,90.0,3.1395,49.0,1.7093,36.0,49813,30891.0,1077.593,46850.0,921.0,723.0,198.0,144.0,5.0,32.1279,16077.0,18970.0,338.0,15946.0,18420.0,349.0,131.0,550.0,-11.0,3.0,2.0,1.0,1.0,2.0,3.0,26303.0,31063.0,546.0,24704.0,29652.0,542.0,1599.0,1411.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0
7357-9949-1-1,Spring,0,2021-03-22 09:19:53,1,100,Blue,team,,Rare Atom,,1687,0,2,18,1,2,18,0.0,0.0,,,0.0,,,,0.0711,0.7113,1.0,1.0,3.0,0.0,,,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,,,0.0,3.0,42571.0,1514.0842,3122.3474,2789.3776,105.0,3.7344,54.0,1.9206,30.0,42184,23599.0,839.3242,41495.0,949.0,778.0,171.0,142.0,0.0,33.7522,15674.0,19211.0,351.0,16458.0,18903.0,325.0,-784.0,308.0,26.0,1.0,1.0,3.0,3.0,8.0,1.0,23840.0,28826.0,527.0,27525.0,30193.0,497.0,-3685.0,-1367.0,30.0,2.0,1.0,7.0,7.0,19.0,2.0
7357-9949-1-1,Spring,0,2021-03-22 09:19:53,1,200,Red,team,,Royal Never Give Up,,1687,1,18,2,47,18,2,2.0,0.0,,,1.0,,,,0.6402,0.7113,0.0,3.0,1.0,1.0,,,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,,,3.0,0.0,60883.0,2165.3705,2635.3764,2000.4861,105.0,3.7344,54.0,1.9206,33.0,57644,39059.0,1389.1761,49215.0,991.0,744.0,247.0,147.0,26.0,35.246,16458.0,18903.0,325.0,15674.0,19211.0,351.0,784.0,-308.0,-26.0,3.0,8.0,1.0,1.0,1.0,3.0,27525.0,30193.0,497.0,23840.0,28826.0,527.0,3685.0,1367.0,-30.0,7.0,19.0,2.0,2.0,1.0,7.0
7357-9950-2-2,Spring,0,2021-03-22 10:07:49,2,100,Blue,team,,Rare Atom,,2143,0,16,27,24,16,27,2.0,0.0,,,1.0,,,,0.448,1.2039,0.0,0.0,4.0,1.0,,,0.0,0.0,3.0,1.0,4.0,9.0,0.0,0.0,,,0.0,2.0,74340.0,2081.3812,3577.1255,3326.3182,113.0,3.1638,72.0,2.0159,44.0,61506,38269.0,1071.4606,61035.0,1108.0,853.0,255.0,167.0,37.0,31.0219,16454.0,19093.0,336.0,15723.0,18207.0,327.0,731.0,886.0,9.0,3.0,6.0,2.0,2.0,2.0,3.0,25824.0,29856.0,532.0,25515.0,30533.0,522.0,309.0,-677.0,10.0,5.0,9.0,6.0,6.0,6.0,5.0
7357-9950-2-2,Spring,0,2021-03-22 10:07:49,2,200,Red,team,,Royal Never Give Up,,2143,1,27,16,46,27,16,3.0,0.0,,,0.0,,,,0.7559,1.2039,1.0,4.0,0.0,0.0,,,1.0,3.0,0.0,0.0,9.0,4.0,1.0,1.0,,,2.0,0.0,94495.0,2645.6836,2850.014,3138.3948,158.0,4.4237,53.0,1.4839,44.0,71255,48018.0,1344.4144,66200.0,1142.0,860.0,282.0,161.0,36.0,31.9739,15723.0,18207.0,327.0,16454.0,19093.0,336.0,-731.0,-886.0,-9.0,2.0,2.0,3.0,3.0,6.0,2.0,25515.0,30533.0,522.0,25824.0,29856.0,532.0,-309.0,677.0,-10.0,6.0,6.0,5.0,5.0,9.0,6.0
7358-9951-1-1,Spring,0,2021-03-22 11:19:01,1,100,Blue,team,,Victory Five,,1576,0,3,18,4,3,18,0.0,0.0,,,0.0,,,,0.1142,0.7995,0.0,0.0,3.0,0.0,,,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,,,0.0,2.0,45936.0,1748.8325,3210.4569,2370.3046,85.0,3.236,25.0,0.9518,27.0,37574,20121.0,766.0279,35925.0,787.0,646.0,141.0,108.0,4.0,29.9619,14669.0,17912.0,293.0,17251.0,19801.0,354.0,-2582.0,-1889.0,-61.0,2.0,1.0,4.0,4.0,4.0,2.0,22017.0,28091.0,462.0,27382.0,32148.0,577.0,-5365.0,-4057.0,-115.0,3.0,4.0,5.0,5.0,7.0,3.0
7358-9951-1-1,Spring,0,2021-03-22 11:19:01,1,200,Red,team,,Invictus Gaming,,1576,1,18,3,44,18,3,0.0,0.0,,,1.0,,,,0.6853,0.7995,1.0,3.0,0.0,1.0,,,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,,,2.0,0.0,61937.0,2358.0076,3199.8731,2885.7107,68.0,2.5888,45.0,1.7132,34.0,54155,36702.0,1397.2843,47310.0,961.0,744.0,217.0,110.0,50.0,36.5863,17251.0,19801.0,354.0,14669.0,17912.0,293.0,2582.0,1889.0,61.0,4.0,4.0,2.0,2.0,1.0,4.0,27382.0,32148.0,577.0,22017.0,28091.0,462.0,5365.0,4057.0,115.0,5.0,7.0,3.0,3.0,4.0,5.0
7358-9952-2-2,Spring,0,2021-03-22 12:04:22,2,100,Blue,team,,Invictus Gaming,,1417,0,2,15,5,2,15,0.0,0.0,,,0.0,,,,0.0847,0.7198,1.0,1.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,,0.0,1.0,38333.0,1623.1334,2871.7431,1898.8709,78.0,3.3028,34.0,1.4397,36.0,34607,18776.0,795.0318,32825.0,773.0,630.0,143.0,105.0,4.0,32.7311,15158.0,18404.0,345.0,16078.0,18702.0,317.0,-920.0,-298.0,28.0,0.0,0.0,3.0,3.0,5.0,0.0,22645.0,27995.0,517.0,28817.0,32920.0,531.0,-6172.0,-4925.0,-14.0,1.0,2.0,9.0,9.0,14.0,1.0
7358-9952-2-2,Spring,0,2021-03-22 12:04:22,2,200,Red,team,,Victory Five,,1417,1,15,2,20,15,2,2.0,0.0,,,1.0,,,,0.6351,0.7198,0.0,2.0,1.0,1.0,,,,0.0,0.0,1.0,7.0,0.0,1.0,1.0,,,1.0,0.0,48623.0,2058.8426,2716.5138,1953.1546,76.0,3.2181,32.0,1.355,24.0,45136,29305.0,1240.861,41200.0,822.0,631.0,191.0,108.0,32.0,34.8059,16078.0,18702.0,317.0,15158.0,18404.0,345.0,920.0,298.0,-28.0,3.0,5.0,0.0,0.0,0.0,3.0,28817.0,32920.0,531.0,22645.0,27995.0,517.0,6172.0,4925.0,14.0,9.0,14.0,1.0,1.0,2.0,9.0
7358-9953-3-3,Spring,0,2021-03-22 12:46:28,3,100,Blue,team,,Victory Five,,1872,0,15,19,35,15,19,2.0,1.0,,,1.0,,,,0.4808,1.0897,0.0,2.0,2.0,1.0,,,0.0,0.0,2.0,1.0,5.0,10.0,1.0,1.0,,,1.0,2.0,76878.0,2464.0385,3765.641,4096.4744,104.0,3.3333,42.0,1.3462,39.0,56079,35607.0,1141.25,55275.0,1000.0,773.0,227.0,166.0,9.0,32.0513,16377.0,19619.0,335.0,15362.0,18495.0,317.0,1015.0,1124.0,18.0,2.0,3.0,2.0,2.0,4.0,2.0,26320.0,30581.0,508.0,25640.0,30571.0,532.0,680.0,10.0,-24.0,5.0,11.0,5.0,5.0,9.0,5.0
7358-9953-3-3,Spring,0,2021-03-22 12:46:28,3,200,Red,team,,Invictus Gaming,,1872,1,19,15,48,19,15,2.0,2.0,,,0.0,,,,0.609,1.0897,1.0,2.0,2.0,0.0,,,1.0,2.0,0.0,0.0,10.0,5.0,0.0,0.0,,,2.0,1.0,91332.0,2927.3077,3639.8397,3617.9167,98.0,3.141,52.0,1.6667,44.0,62465,41993.0,1345.9295,54730.0,1009.0,780.0,229.0,150.0,15.0,32.3397,15362.0,18495.0,317.0,16377.0,19619.0,335.0,-1015.0,-1124.0,-18.0,2.0,4.0,2.0,2.0,3.0,2.0,25640.0,30571.0,532.0,26320.0,30581.0,508.0,-680.0,-10.0,24.0,5.0,9.0,5.0,5.0,11.0,5.0
7359-9954-1-1,Spring,0,2021-03-23 09:17:50,1,100,Blue,team,,Oh My God,,1585,0,4,14,6,4,14,0.0,0.0,,,0.0,,,,0.1514,0.6814,0.0,0.0,4.0,1.0,,,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,,,0.0,1.0,41877.0,1585.2492,2846.0063,1839.8233,81.0,3.0662,40.0,1.5142,31.0,39220,21675.0,820.5047,37575.0,798.0,647.0,151.0,112.0,1.0,30.2082,15300.0,18694.0,324.0,16746.0,20073.0,369.0,-1446.0,-1379.0,-45.0,2.0,3.0,2.0,2.0,2.0,2.0,24277.0,28487.0,505.0,26325.0,32140.0,596.0,-2048.0,-3653.0,-91.0,3.0,4.0,3.0,3.0,6.0,3.0
7359-9954-1-1,Spring,0,2021-03-23 09:17:50,1,200,Red,team,,JD Gaming,,1585,1,14,4,39,14,4,3.0,0.0,,,1.0,,,,0.53,0.6814,1.0,4.0,0.0,0.0,,,1.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,,,1.0,0.0,50896.0,1926.6625,2722.2587,2477.3375,91.0,3.4448,44.0,1.6656,33.0,51613,34068.0,1289.6404,47325.0,982.0,715.0,267.0,158.0,40.0,37.1735,16746.0,20073.0,369.0,15300.0,18694.0,324.0,1446.0,1379.0,45.0,2.0,2.0,2.0,2.0,3.0,2.0,26325.0,32140.0,596.0,24277.0,28487.0,505.0,2048.0,3653.0,91.0,3.0,6.0,3.0,3.0,4.0,3.0
7359-9955-2-2,Spring,0,2021-03-23 10:04:40,2,100,Blue,team,,JD Gaming,,1475,1,25,13,48,25,13,2.0,0.0,,,1.0,,,,1.0169,1.5458,1.0,3.0,0.0,0.0,,,0.0,0.0,1.0,1.0,8.0,2.0,1.0,1.0,,,1.0,0.0,69147.0,2812.7593,3304.5153,2976.3661,55.0,2.2373,40.0,1.6271,30.0,52471,36048.0,1466.3593,47875.0,856.0,624.0,232.0,103.0,72.0,34.8203,19742.0,18028.0,319.0,15102.0,16290.0,278.0,4640.0,1738.0,41.0,10.0,19.0,3.0,3.0,7.0,10.0,30823.0,30769.0,558.0,24933.0,27514.0,464.0,5890.0,3255.0,94.0,12.0,20.0,5.0,5.0,11.0,12.0
7359-9955-2-2,Spring,0,2021-03-23 10:04:40,2,200,Red,team,,Oh My God,,1475,0,13,25,32,13,25,2.0,0.0,,,0.0,,,,0.5288,1.5458,0.0,0.0,3.0,1.0,,,1.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,,,0.0,1.0,54622.0,2221.9119,3751.9322,2401.9119,80.0,3.2542,25.0,1.0169,33.0,44316,27893.0,1134.6305,41010.0,724.0,615.0,109.0,75.0,1.0,29.4508,15102.0,16290.0,278.0,19742.0,18028.0,319.0,-4640.0,-1738.0,-41.0,3.0,7.0,10.0,10.0,19.0,3.0,24933.0,27514.0,464.0,30823.0,30769.0,558.0,-5890.0,-3255.0,-94.0,5.0,11.0,12.0,12.0,20.0,5.0
7360-9956-1-1,Spring,0,2021-03-23 11:03:45,1,100,Blue,team,,Suning,,2127,1,18,1,50,18,1,3.0,2.0,,,1.0,,,,0.5078,0.536,1.0,4.0,1.0,1.0,,,0.0,1.0,1.0,1.0,7.0,4.0,1.0,0.0,,,1.0,0.0,63965.0,1804.3724,2952.3554,2599.2384,133.0,3.7518,79.0,2.2285,56.0,65230,42157.0,1189.1961,58775.0,1208.0,954.0,254.0,166.0,8.0,34.0762,15791.0,19357.0,348.0,15672.0,19026.0,364.0,119.0,331.0,-16.0,1.0,2.0,0.0,0.0,0.0,1.0,25482.0,30718.0,551.0,24033.0,29489.0,566.0,1449.0,1229.0,-15.0,2.0,3.0,0.0,0.0,0.0,2.0
7360-9956-1-1,Spring,0,2021-03-23 11:03:45,1,200,Red,team,,Bilibili Gaming,,2127,0,1,18,4,1,18,0.0,0.0,,,0.0,,,,0.0282,0.536,0.0,1.0,4.0,0.0,,,1.0,1.0,1.0,0.0,4.0,7.0,0.0,1.0,,,0.0,1.0,67134.0,1893.7659,2687.0522,2467.4471,156.0,4.4006,69.0,1.9464,52.0,57919,34846.0,982.9619,55950.0,1237.0,962.0,275.0,200.0,20.0,34.8942,15672.0,19026.0,364.0,15791.0,19357.0,348.0,-119.0,-331.0,16.0,0.0,0.0,1.0,1.0,2.0,0.0,24033.0,29489.0,566.0,25482.0,30718.0,551.0,-1449.0,-1229.0,15.0,0.0,0.0,2.0,2.0,3.0,0.0
7360-9957-2-2,Spring,0,2021-03-23 11:59:00,2,100,Blue,team,,Bilibili Gaming,,1733,0,3,17,7,3,17,0.0,0.0,,,0.0,,,,0.1039,0.6924,1.0,1.0,3.0,1.0,,,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,,,0.0,1.0,47623.0,1648.8055,2673.5834,2060.8078,120.0,4.1546,43.0,1.4887,34.0,45975,26920.0,932.0254,44050.0,998.0,781.0,217.0,165.0,13.0,34.5528,16486.0,18482.0,349.0,17256.0,19161.0,330.0,-770.0,-679.0,19.0,2.0,4.0,5.0,5.0,8.0,2.0,25586.0,29905.0,565.0,25983.0,30879.0,550.0,-397.0,-974.0,15.0,2.0,4.0,6.0,6.0,9.0,2.0
7360-9957-2-2,Spring,0,2021-03-23 11:59:00,2,200,Red,team,,Suning,,1733,1,17,3,37,17,3,2.0,0.0,,,1.0,,,,0.5886,0.6924,0.0,3.0,1.0,0.0,,,1.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,,,1.0,0.0,47628.0,1648.9786,2764.7086,2947.9977,105.0,3.6353,66.0,2.2851,47.0,53742,34687.0,1200.9348,51300.0,983.0,776.0,207.0,131.0,17.0,34.0335,17256.0,19161.0,330.0,16486.0,18482.0,349.0,770.0,679.0,-19.0,5.0,8.0,2.0,2.0,4.0,5.0,25983.0,30879.0,550.0,25586.0,29905.0,565.0,397.0,974.0,-15.0,6.0,9.0,2.0,2.0,4.0,6.0
7361-9958-1-1,Spring,0,2021-03-24 09:16:43,1,100,Blue,team,,ThunderTalk Gaming,,1690,0,6,19,13,6,19,0.0,0.0,,,1.0,,,,0.213,0.8876,0.0,0.0,3.0,0.0,,,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,,,0.0,1.0,39145.0,1389.7633,3287.716,2683.3491,94.0,3.3373,42.0,1.4911,33.0,44918,26302.0,933.7988,44445.0,904.0,754.0,150.0,117.0,6.0,32.0947,15491.0,18510.0,322.0,16512.0,19288.0,362.0,-1021.0,-778.0,-40.0,2.0,4.0,3.0,3.0,6.0,2.0,23808.0,28373.0,513.0,27696.0,31286.0,551.0,-3888.0,-2913.0,-38.0,3.0,6.0,8.0,8.0,17.0,3.0
7361-9958-1-1,Spring,0,2021-03-24 09:16:43,1,200,Red,team,,Top Esports,,1690,1,19,6,37,19,6,3.0,0.0,,,0.0,,,,0.6746,0.8876,1.0,3.0,0.0,1.0,,,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,,,1.0,0.0,71655.0,2543.9645,2813.9645,1934.8047,98.0,3.4793,48.0,1.7041,34.0,57145,38529.0,1367.8935,52300.0,1022.0,780.0,242.0,123.0,50.0,36.284,16512.0,19288.0,362.0,15491.0,18510.0,322.0,1021.0,778.0,40.0,3.0,6.0,2.0,2.0,4.0,3.0,27696.0,31286.0,551.0,23808.0,28373.0,513.0,3888.0,2913.0,38.0,8.0,17.0,3.0,3.0,6.0,8.0
7361-9959-2-2,Spring,0,2021-03-24 10:04:35,2,100,Blue,team,,ThunderTalk Gaming,,1718,0,7,25,15,7,25,0.0,0.0,,,1.0,,,,0.2445,1.0827,1.0,3.0,1.0,1.0,,,0.0,0.0,2.0,0.0,1.0,10.0,0.0,0.0,,,0.0,2.0,62768.0,2192.1304,4002.4331,3207.0664,102.0,3.5623,32.0,1.1176,33.0,43250,24348.0,850.3376,43360.0,810.0,640.0,170.0,111.0,4.0,28.2887,15339.0,18012.0,309.0,17897.0,19117.0,316.0,-2558.0,-1105.0,-7.0,1.0,1.0,7.0,7.0,11.0,1.0,22309.0,26332.0,457.0,28396.0,31456.0,526.0,-6087.0,-5124.0,-69.0,1.0,1.0,10.0,10.0,14.0,1.0
7361-9959-2-2,Spring,0,2021-03-24 10:04:35,2,200,Red,team,,Top Esports,,1718,1,24,7,36,24,7,4.0,0.0,,,0.0,,,,0.8382,1.0827,0.0,1.0,3.0,0.0,,,1.0,2.0,0.0,1.0,10.0,1.0,1.0,1.0,,,2.0,0.0,90204.0,3150.3143,3499.9069,2659.837,87.0,3.0384,44.0,1.5367,36.0,58318,39416.0,1376.5774,52245.0,938.0,710.0,228.0,131.0,42.0,32.759,17897.0,19117.0,316.0,15339.0,18012.0,309.0,2558.0,1105.0,7.0,7.0,11.0,1.0,1.0,1.0,7.0,28396.0,31456.0,526.0,22309.0,26332.0,457.0,6087.0,5124.0,69.0,10.0,14.0,1.0,1.0,1.0,10.0
7362-9960-1-1,Spring,0,2021-03-24 11:22:12,1,100,Blue,team,,Team WE,,1761,0,2,15,7,2,15,0.0,0.0,,,0.0,,,,0.0681,0.5792,1.0,1.0,3.0,1.0,,,0.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,,,0.0,1.0,45060.0,1535.2641,2632.3339,2453.4242,93.0,3.1687,54.0,1.8399,37.0,45317,25977.0,885.0767,44360.0,973.0,788.0,185.0,146.0,4.0,33.1516,15458.0,19216.0,358.0,16015.0,19188.0,345.0,-557.0,28.0,13.0,0.0,0.0,2.0,2.0,4.0,0.0,23610.0,29020.0,530.0,25901.0,31420.0,534.0,-2291.0,-2400.0,-4.0,0.0,0.0,7.0,7.0,11.0,0.0
7362-9960-1-1,Spring,0,2021-03-24 11:22:12,1,200,Red,team,,EDward Gaming,,1761,1,15,2,35,15,2,2.0,1.0,,,1.0,,,,0.5111,0.5792,0.0,3.0,1.0,0.0,,,1.0,1.0,0.0,0.0,8.0,3.0,1.0,1.0,,,1.0,0.0,51442.0,1752.7087,2648.9267,2472.6746,111.0,3.7819,50.0,1.7036,33.0,56012,36672.0,1249.4719,48660.0,1047.0,839.0,208.0,132.0,13.0,35.6729,16015.0,19188.0,345.0,15458.0,19216.0,358.0,557.0,-28.0,-13.0,2.0,4.0,0.0,0.0,0.0,2.0,25901.0,31420.0,534.0,23610.0,29020.0,530.0,2291.0,2400.0,4.0,7.0,11.0,0.0,0.0,0.0,7.0
7362-9961-2-2,Spring,0,2021-03-24 12:11:55,2,100,Blue,team,,EDward Gaming,,1558,1,15,2,38,15,2,3.0,2.0,,,1.0,,,,0.5777,0.6547,1.0,3.0,1.0,1.0,,,1.0,1.0,0.0,1.0,8.0,2.0,1.0,1.0,,,1.0,0.0,41243.0,1588.3055,2106.0077,1820.6418,87.0,3.3504,46.0,1.7715,36.0,52143,34873.0,1342.991,47400.0,974.0,764.0,210.0,126.0,18.0,37.5096,16947.0,19677.0,354.0,16018.0,19340.0,358.0,929.0,337.0,-4.0,3.0,7.0,1.0,1.0,1.0,3.0,25649.0,31284.0,578.0,25315.0,31744.0,601.0,334.0,-460.0,-23.0,3.0,7.0,1.0,1.0,1.0,3.0
7362-9961-2-2,Spring,0,2021-03-24 12:11:55,2,200,Red,team,,Team WE,,1558,0,2,15,4,2,15,0.0,0.0,,,0.0,,,,0.077,0.6547,0.0,1.0,3.0,0.0,,,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,,,0.0,1.0,30730.0,1183.4403,2566.8293,2099.1913,82.0,3.1579,24.0,0.9243,28.0,41954,24684.0,950.6033,40970.0,934.0,749.0,185.0,134.0,14.0,35.9692,16018.0,19340.0,358.0,16947.0,19677.0,354.0,-929.0,-337.0,4.0,1.0,1.0,3.0,3.0,7.0,1.0,25315.0,31744.0,601.0,25649.0,31284.0,578.0,-334.0,460.0,23.0,1.0,1.0,3.0,3.0,7.0,1.0
7363-9962-1-1,Spring,0,2021-03-25 09:16:21,1,100,Blue,team,,LNG Esports,,1695,1,13,2,38,13,2,1.0,0.0,,,1.0,,,,0.4602,0.531,0.0,3.0,1.0,1.0,,,1.0,1.0,0.0,1.0,10.0,2.0,1.0,1.0,,,2.0,0.0,38845.0,1375.0442,2158.9381,2254.7611,87.0,3.0796,38.0,1.3451,38.0,53924,35257.0,1248.0354,47985.0,988.0,780.0,208.0,119.0,25.0,34.9735,15164.0,17584.0,328.0,14246.0,16887.0,318.0,918.0,697.0,10.0,1.0,3.0,0.0,0.0,0.0,1.0,26427.0,30185.0,528.0,22311.0,27664.0,519.0,4116.0,2521.0,9.0,6.0,17.0,0.0,0.0,0.0,6.0
7363-9962-1-1,Spring,0,2021-03-25 09:16:21,1,200,Red,team,,Rogue Warriors,,1695,0,2,13,5,2,13,0.0,0.0,,,0.0,,,,0.0708,0.531,1.0,1.0,3.0,0.0,,,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,,,0.0,2.0,34672.0,1227.3274,2247.7168,1712.531,75.0,2.6549,33.0,1.1681,30.0,42834,24167.0,855.469,40940.0,944.0,785.0,159.0,113.0,13.0,33.4159,14246.0,16887.0,318.0,15164.0,17584.0,328.0,-918.0,-697.0,-10.0,0.0,0.0,1.0,1.0,3.0,0.0,22311.0,27664.0,519.0,26427.0,30185.0,528.0,-4116.0,-2521.0,-9.0,0.0,0.0,6.0,6.0,17.0,0.0
7363-9963-2-2,Spring,0,2021-03-25 10:06:59,2,100,Blue,team,,LNG Esports,,1697,1,15,2,35,15,2,1.0,0.0,,,1.0,,,,0.5303,0.6011,1.0,4.0,0.0,0.0,,,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,,,2.0,0.0,65876.0,2329.1456,2993.954,2671.9269,73.0,2.581,46.0,1.6264,28.0,58555,39868.0,1409.5934,52500.0,1100.0,841.0,259.0,147.0,43.0,38.8922,17123.0,19978.0,342.0,14790.0,18823.0,336.0,2333.0,1155.0,6.0,4.0,7.0,0.0,0.0,0.0,4.0,26840.0,32257.0,569.0,23095.0,30020.0,542.0,3745.0,2237.0,27.0,5.0,8.0,0.0,0.0,0.0,5.0
7363-9963-2-2,Spring,0,2021-03-25 10:06:59,2,200,Red,team,,Rogue Warriors,,1697,0,2,15,5,2,15,0.0,0.0,,,0.0,,,,0.0707,0.6011,0.0,0.0,4.0,1.0,,,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,,0.0,2.0,40238.0,1422.6753,3294.0601,2626.317,79.0,2.7932,26.0,0.9193,28.0,42045,23358.0,825.8574,38710.0,929.0,761.0,168.0,125.0,0.0,32.8462,14790.0,18823.0,336.0,17123.0,19978.0,342.0,-2333.0,-1155.0,-6.0,0.0,0.0,4.0,4.0,7.0,0.0,23095.0,30020.0,542.0,26840.0,32257.0,569.0,-3745.0,-2237.0,-27.0,0.0,0.0,5.0,5.0,8.0,0.0
7364-9964-1-1,Spring,0,2021-03-25 11:15:46,1,100,Blue,team,,LGD Gaming,,1937,0,21,33,56,21,33,2.0,1.0,,,0.0,,,,0.6505,1.6727,0.0,0.0,4.0,1.0,,,1.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,,,0.0,1.0,66479.0,2059.2359,3284.7599,2933.3402,110.0,3.4073,51.0,1.5798,47.0,57360,36225.0,1122.096,55105.0,856.0,654.0,202.0,137.0,16.0,26.5152,15654.0,17323.0,310.0,18867.0,20139.0,347.0,-3213.0,-2816.0,-37.0,2.0,4.0,5.0,5.0,11.0,2.0,26699.0,28180.0,473.0,30220.0,31447.0,516.0,-3521.0,-3267.0,-43.0,6.0,14.0,12.0,12.0,26.0,6.0
7364-9964-1-1,Spring,0,2021-03-25 11:15:46,1,200,Red,team,,Invictus Gaming,,1937,1,33,21,75,33,21,6.0,2.0,,,1.0,,,,1.0222,1.6727,1.0,4.0,0.0,0.0,,,0.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,,,1.0,0.0,84572.0,2619.6799,3199.9484,3032.8343,113.0,3.5003,50.0,1.5488,57.0,67322,46187.0,1430.6763,61425.0,1002.0,745.0,257.0,148.0,51.0,31.0377,18867.0,20139.0,347.0,15654.0,17323.0,310.0,3213.0,2816.0,37.0,5.0,11.0,2.0,2.0,4.0,5.0,30220.0,31447.0,516.0,26699.0,28180.0,473.0,3521.0,3267.0,43.0,12.0,26.0,6.0,6.0,14.0,12.0
7364-9965-2-2,Spring,0,2021-03-25 12:06:20,2,100,Blue,team,,LGD Gaming,,1404,0,9,19,20,9,19,1.0,0.0,,,0.0,,,,0.3846,1.1966,1.0,1.0,2.0,0.0,,,0.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,,,0.0,3.0,38324.0,1637.7778,2793.2051,1824.5726,62.0,2.6496,22.0,0.9402,23.0,40842,25143.0,1074.4872,39225.0,676.0,535.0,141.0,95.0,16.0,28.8889,15497.0,16783.0,279.0,19459.0,18992.0,329.0,-3962.0,-2209.0,-50.0,1.0,2.0,5.0,5.0,6.0,1.0,24351.0,26806.0,457.0,28836.0,30272.0,520.0,-4485.0,-3466.0,-63.0,2.0,6.0,9.0,9.0,15.0,2.0
7364-9965-2-2,Spring,0,2021-03-25 12:06:20,2,200,Red,team,,Invictus Gaming,,1404,1,19,9,38,19,9,3.0,1.0,,,1.0,,,,0.812,1.1966,0.0,2.0,1.0,1.0,,,1.0,1.0,0.0,1.0,10.0,4.0,1.0,1.0,,,3.0,0.0,46129.0,1971.3248,2715.2564,2099.8291,68.0,2.906,23.0,0.9829,32.0,48747,33048.0,1412.3077,42750.0,759.0,575.0,184.0,92.0,38.0,32.4359,19459.0,18992.0,329.0,15497.0,16783.0,279.0,3962.0,2209.0,50.0,5.0,6.0,1.0,1.0,2.0,5.0,28836.0,30272.0,520.0,24351.0,26806.0,457.0,4485.0,3466.0,63.0,9.0,15.0,2.0,2.0,6.0,9.0
